,time,screen_name,text,cumulative_tweets
15686,2018-03-23 19:40:59,TheCoffeeLvr,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,1646.0
15687,2018-03-23 19:40:59,emilekonguep,RT @bavarde_mgz: Respect. #Trèbes #ArnaudBeltrame https://t.co/MvLwCLzGbk,1647.0
15685,2018-03-23 19:41:00,Prvitra,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",1648.0
15684,2018-03-23 19:41:01,susanabeltranga,"RT @EP_President: We will fight terrorism tooth and nail. Europe must be united to guarantee security, our citizens’ first freedom. The Eur…",1649.0
15680,2018-03-23 19:41:18,webgirl1005,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,1650.0
15679,2018-03-23 19:41:31,davestockholm,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1651.0
15676,2018-03-23 19:41:59,anxiousjimmy,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1652.0
15675,2018-03-23 19:42:04,mrspwar,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1653.0
15673,2018-03-23 19:42:24,Alif_The_Poet,"RT @BBCBreaking: At least two people now feared dead in #Trèbes hostage situation, with three more wounded and situation ongoing - French I…",1654.0
15672,2018-03-23 19:42:29,mishmosh84,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1655.0
15670,2018-03-23 19:42:39,tcottagebakery,"RT @LaTourEiffel: Tonight, from midnight, I will turn my lights off to pay tribute to the victims of the #Carcassonne and #Trèbes terrorist…",1656.0
15669,2018-03-23 19:42:42,pennyone,"RT @thswedishbriton: #ISIS will never be defeated until we, as a society, stop being afraid of dicussing and criticising Islam. #France #Tr…",1657.0
15667,2018-03-23 19:42:51,iheartfrankfurt,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1658.0
15666,2018-03-23 19:42:52,ParisWalkingMan,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1659.0
15663,2018-03-23 19:43:02,leeking52,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1660.0
15662,2018-03-23 19:43:06,DeborahFur,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1661.0
15661,2018-03-23 19:43:16,petiteaagb,RT @Smeeeeeeeeeeeef: #thoughts and prayers to the victims in south france😔 how many times do things like this have to happen until Europe d…,1662.0
15660,2018-03-23 19:43:26,Veldpark,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1663.0
15657,2018-03-23 19:43:38,carol_falaki,RT @ks_mikey: What hero that gendarme is @Gendarmerie - deserves a medal #Trèbes https://t.co/9mjO5dk9FJ,1664.0
15656,2018-03-23 19:43:41,mattcampagnolo,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1665.0
15652,2018-03-23 19:44:03,ddunkan,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1666.0
15651,2018-03-23 19:44:07,GSacaze,RT @CharlesPrats: Itw de Fred @Gallois_Gallice sur #Trèbes  https://t.co/fAgZ3vXPXX,1667.0
15650,2018-03-23 19:44:13,FabienneVerger,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1668.0
15649,2018-03-23 19:44:17,sanders19474,"RT @OliMauritania: ISIS terrorist shoots at hostages and French police
-France has strictest gun laws
-French citizens have no 2nd amendmen…",1669.0
15648,2018-03-23 19:44:20,JDjwhite54,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1670.0
15647,2018-03-23 19:44:26,TerryKegin,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1671.0
15646,2018-03-23 19:44:35,cruztorrijos,RT @ciktricstrans: The latest YO SOY MI PROPIO COMITE CENTRAL! https://t.co/PP6tIZ368s Thanks to @escartinni @ToniPeraba @lluisfa #trèbes #…,1672.0
15644,2018-03-23 19:44:40,ChicagoGay1,"RT @BBCBreaking: ""Everything leads us to believe it is a terror attack"" - French President Emmanuel Macron on ongoing #Trèbes hostage situa…",1673.0
15643,2018-03-23 19:44:51,cfjv30,"RT @EP_President: We will fight terrorism tooth and nail. Europe must be united to guarantee security, our citizens’ first freedom. The Eur…",1674.0
15641,2018-03-23 19:45:04,R2017Girl,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1675.0
15640,2018-03-23 19:45:05,Integridad2,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1676.0
15639,2018-03-23 19:45:05,kasparkramer,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1677.0
15638,2018-03-23 19:45:05,Camille8_,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,1678.0
15637,2018-03-23 19:45:09,LjsMccully,"RT @BBCBreaking: What we know so far about hostage situation in #Trèbes, France:

- Elite police surrounding Super U shop, gunman inside

-…",1679.0
15634,2018-03-23 19:45:41,melandjake99,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1680.0
15633,2018-03-23 19:45:42,torkil_ts,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1681.0
15632,2018-03-23 19:45:44,nhc1993,"RT @thswedishbriton: #ISIS will never be defeated until we, as a society, stop being afraid of dicussing and criticising Islam. #France #Tr…",1682.0
15631,2018-03-23 19:45:48,Jackie_Paper90,RT @kimwillsher1: #trèbes French police and gendarmes have been specific targets for Islamic terrorists in recent times which makes the Lt…,1683.0
15630,2018-03-23 19:45:52,ninipralini,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1684.0
15628,2018-03-23 19:45:55,DrZombius,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1685.0
15627,2018-03-23 19:46:03,Jesse22743957,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1686.0
15626,2018-03-23 19:46:06,miichael261,"RT @BBCBreaking: What we know so far about hostage situation in #Trèbes, France:

- Elite police surrounding Super U shop, gunman inside

-…",1687.0
15625,2018-03-23 19:46:11,TreyLebrecque,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1688.0
15623,2018-03-23 19:46:19,wa4zko,"RT @BBCBreaking: ""Everything leads us to believe it is a terror attack"" - French President Emmanuel Macron on ongoing #Trèbes hostage situa…",1689.0
15621,2018-03-23 19:46:25,karey_USA,"RT @MediaJuggernaut: ISIS-aligned Terrorist In #Trebes France Kills 2 In Grocery Store &amp; Is Holding Dozens Hostage.
Strict Gun Laws In Fran…",1690.0
15620,2018-03-23 19:46:30,RobG2336,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1691.0
15619,2018-03-23 19:46:33,markanthonybel6,"RT @yorkspride: 15,000 terrorists now operating on French soil.

This brave woman was the French's opportunity to deal with them and and th…",1692.0
15615,2018-03-23 19:46:56,NFFCMANN,"RT @traveling00: People are surprised by this terrorist attack because it happened in a little village. First, France has the largest musli…",1693.0
15614,2018-03-23 19:47:01,duncr,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1694.0
15613,2018-03-23 19:47:05,williamwarkov01,"RT @anderssamuelsen: Horrified and furious by the terror attack in #Trèbes, France. Denmark stands in solidarity with France against this d…",1695.0
15612,2018-03-23 19:47:11,ONC3X,"@LaTourEiffel Wait for more, Turkey might give them Turkish citizenship and they will be able to travel Visa-free t… https://t.co/sayCjWwrk9",1696.0
15610,2018-03-23 19:47:22,leadandgold_cdh,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1697.0
15607,2018-03-23 19:47:32,JackTarling1,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1698.0
15606,2018-03-23 19:47:36,ericparisdublin,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",1699.0
15605,2018-03-23 19:47:40,AshOVC,RT @whoisxla: The US cannot have a pro-gun opinion on France’s first mass shooting of the year until they acknowledge the very white face o…,1700.0
15604,2018-03-23 19:47:42,DavidJa79069393,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1701.0
15600,2018-03-23 19:47:57,gatobombay,RT @cultrun: The latest The mapuche drum! https://t.co/nf8tBKItz4 Thanks to @gatobombay @jrteruel @AlainCuenca #trèbes #23mar,1702.0
15599,2018-03-23 19:47:58,Salosso,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1703.0
15597,2018-03-23 19:47:59,Francolinie,"Ies koeltoer mensuhh... doorlopen maar #Trebes

First picture of ISIS terrorist Redouane Lakdim who killed three in… https://t.co/9Zy2ths6P7",1704.0
15598,2018-03-23 19:47:59,Alloverite,"RT @Beatrice356: Lieutenant Colonel #ArnaudBeltrame of the French Gendarmerie, who offered himself up in exchange for a female hostage, dur…",1705.0
15595,2018-03-23 19:48:10,ShakkhaEsprit,"Retweeted Antonio Tajani (@EP_President):

We will fight terrorism tooth and nail. Europe must be united to guarant… https://t.co/zHqOGuXjjt",1706.0
15593,2018-03-23 19:48:16,WilliamMaguinn1,"RT @yorkspride: 15,000 terrorists now operating on French soil.

This brave woman was the French's opportunity to deal with them and and th…",1707.0
15590,2018-03-23 19:48:29,Florian_Hanover,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1708.0
15587,2018-03-23 19:48:40,Cyril08902176,RT @20RueduCirque: #djihâd routier #Trèbes https://t.co/DzzTtdCga7,1709.0
15584,2018-03-23 19:49:05,papicky,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1710.0
15582,2018-03-23 19:49:09,VtsmithT,"RT @yorkspride: 15,000 terrorists now operating on French soil.

This brave woman was the French's opportunity to deal with them and and th…",1711.0
15580,2018-03-23 19:49:15,marypgkeating,"RT @LaTourEiffel: Tonight, from midnight, I will turn my lights off to pay tribute to the victims of the #Carcassonne and #Trèbes terrorist…",1712.0
15577,2018-03-23 19:49:42,CHATON44100,#Trèbes  mes allo ficher S,1713.0
15573,2018-03-23 19:50:18,dsventure,"RT @Francolinie: Ies koeltoer mensuhh... doorlopen maar #Trebes

First picture of ISIS terrorist Redouane Lakdim who killed three in French…",1714.0
15571,2018-03-23 19:50:22,rinushoogstad,"RT @OnlineMagazin: 🆘‼👮‍♂️🔥 #France: This is the 28-year-old Moroccan #ISIS terrorist &amp; scum, avowed Islamist &amp; petty criminal, who has alre…",1715.0
15570,2018-03-23 19:50:26,AnotherExpert,"RT @ONC3X: @LaTourEiffel Wait for more, Turkey might give them Turkish citizenship and they will be able to travel Visa-free to he EU.😒
#Af…",1716.0
15567,2018-03-23 19:51:00,UnMec62,RT @imamette: #Trèbes #Islam-isme #Blasphème #LibertéDeConscience #Maroc #MarocaineDeSouche #Terrorisme #Obscurantisme #EnMarcheArrière htt…,1717.0
15566,2018-03-23 19:51:04,GBLEaKS,RT @20RueduCirque: #djihâd routier #Trèbes https://t.co/DzzTtdCga7,1718.0
34523,2018-03-23 19:51:31,null_neun_elf,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1719.0
15561,2018-03-23 19:51:52,GhettoOrgan,"RT @BBCBreaking: Gunman, 26-year-old Redouane Lakdim, reported to have killed three people, is now dead - French government sources say #Tr…",1720.0
15560,2018-03-23 19:52:06,ORageetDesepoir,RT @BreakingIEN: #Trèbes: Lieutenant-Colonel Arnaud #Beltrame walked into the supermarket in exchange of a hostage. (@TerrorEvents),1721.0
15558,2018-03-23 19:52:16,louloufrance,"RT @LaTourEiffel: Tonight, from midnight, I will turn my lights off to pay tribute to the victims of the #Carcassonne and #Trèbes terrorist…",1722.0
15557,2018-03-23 19:52:25,alastairneilla1,RT @kimwillsher1: #trèbes French police and gendarmes have been specific targets for Islamic terrorists in recent times which makes the Lt…,1723.0
15555,2018-03-23 19:52:37,Eylem14433390,"RT @CambridgesFans: All of my prayers to families of victims from #Trèbes 😳🙏

#France",1724.0
15550,2018-03-23 19:52:54,fireondemand1,RT @fireondemand1: #trebes Meanwhile the French government prosecutes Marine LePen for warning about this stuff.,1725.0
15549,2018-03-23 19:52:59,60_henk,"RT @Francolinie: Ies koeltoer mensuhh... doorlopen maar #Trebes

First picture of ISIS terrorist Redouane Lakdim who killed three in French…",1726.0
15547,2018-03-23 19:53:09,staceypawson,France shooting: Police kill supermarket gunman - #Trebes https://t.co/tQmEGpuyCu,1727.0
15546,2018-03-23 19:53:12,marklowen,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1728.0
15543,2018-03-23 19:53:30,ManoelR44943312,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",1729.0
15542,2018-03-23 19:53:30,Sgt_Cop,RT @SgtHarrisonWMP: Incredible bravery of a Lt-Col from @Gendarmerie who swapped himself for hostages in #Trèbes France earlier today and w…,1730.0
15541,2018-03-23 19:53:32,narisan61,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1731.0
15540,2018-03-23 19:53:40,flora19,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1732.0
15538,2018-03-23 19:53:44,phil200269,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1733.0
15537,2018-03-23 19:53:49,horizonblue26,"RT @LaTourEiffel: Tonight, from midnight, I will turn my lights off to pay tribute to the victims of the #Carcassonne and #Trèbes terrorist…",1734.0
15535,2018-03-23 19:54:14,gotaminute2232,"RT @LaTourEiffel: Tonight, from midnight, I will turn my lights off to pay tribute to the victims of the #Carcassonne and #Trèbes terrorist…",1735.0
15534,2018-03-23 19:54:25,KarinVanRoyen,"RT @KristinHelene: My #HeroOfTheDay lieutenant-colonel Arnaud Beltrame
#Trèbes https://t.co/bSoFfzkmTf",1736.0
15532,2018-03-23 19:54:29,nazan_taheri,"RT @KristinHelene: My #HeroOfTheDay lieutenant-colonel Arnaud Beltrame
#Trèbes https://t.co/bSoFfzkmTf",1737.0
15531,2018-03-23 19:54:32,Superwoman1950,RT @BBCBreaking: Armed police shoot hostage-taker after storming supermarket in southern French town of #Trèbes https://t.co/hpG6MAmZDU,1738.0
15529,2018-03-23 19:54:36,howe_p,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1739.0
15528,2018-03-23 19:54:43,hypocoristicon1,"RT @davidchazan: Heroic French gendarme took place of female hostage in #Trèbes attack claimed by IS. Shot in the throat, he is in serious…",1740.0
15526,2018-03-23 19:54:55,Bohunter21,"RT @OliMauritania: ISIS terrorist shoots at hostages and French police
-France has strictest gun laws
-French citizens have no 2nd amendmen…",1741.0
15524,2018-03-23 19:55:00,nuuska,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1742.0
15522,2018-03-23 19:55:11,MyOpinionOnly_1,Is this what happens when your butcher isn’t Halal? 🤔 #Trebes #BanIslam #France https://t.co/c1Kx86rywX,1743.0
15521,2018-03-23 19:55:13,face075,RT @hungary_journal: We will protect #Hungary and Hungarians against #terrorism and attacks like this - FM #Szijjarto #Trebes #terror #Fran…,1744.0
15520,2018-03-23 19:55:24,global_awar,"#Isis #terrorism #Trèbes The decrease of social media, #DeepWeb #DarkWeb forums by Pro #ISIS sympathisers doesn't m… https://t.co/KqilS4LvmR",1745.0
15516,2018-03-23 19:55:27,CitizensDawn,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1746.0
15517,2018-03-23 19:55:27,myob2016,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1747.0
34473,2018-03-23 19:56:06,Ahasan_Alif,"MY NEW WORK!!

Looking for #photo editing #clipping_path  #background remove #manipulation ?

Contact me :… https://t.co/XHdekEGTAz",1748.0
15514,2018-03-23 19:56:17,R_A_1N_B0W_DAHS,@BBCBreaking I EAGERLY AWAIT 'MUCH MORE INFORMATION' ABOUT THIS '#Terrorist' SUBHUMAN'S 'NATIONAL ORIGIN' FROM THE… https://t.co/nxdANSCeHP,1749.0
15512,2018-03-23 19:56:30,Garry__B,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1750.0
15511,2018-03-23 19:56:32,TantzAerine,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1751.0
15510,2018-03-23 19:56:43,anuvb,"RT @BBCBreaking: What we know so far about hostage situation in #Trèbes, France:

- Elite police surrounding Super U shop, gunman inside

-…",1752.0
15508,2018-03-23 19:56:59,WW____,"RT @Tom_Antonov: #Trèbes terror attack in southern France.
A @Gendarmerie LT Colonel swapped places with one of hostages and then placed hi…",1753.0
15506,2018-03-23 19:57:03,nypro52,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1754.0
15507,2018-03-23 19:57:03,lologray79,"RT @FRANCE24: 🔴 #BREAKING - #France: #Shooting, hostage-taking at Supermarket in South. The hostage taker apparently claimed allegiance to…",1755.0
15503,2018-03-23 19:57:19,iyiyim,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1756.0
15502,2018-03-23 19:57:23,P_Salvat,RT @cultrun: The latest The mapuche drum! https://t.co/nf8tBKItz4 Thanks to @gatobombay @jrteruel @AlainCuenca #trèbes #23mar,1757.0
15499,2018-03-23 19:57:44,CueGispert,"RT @i24NEWS_EN: In the aftermath of the #Trebes attack in France, @CueGispert and @emilyarielrose analyze the French and Islamic State angl…",1758.0
15498,2018-03-23 19:57:48,TRedeood,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1759.0
15497,2018-03-23 19:57:57,ma120231,RT @BreakingIEN: #Trèbes: Lieutenant-Colonel Arnaud #Beltrame walked into the supermarket in exchange of a hostage. (@TerrorEvents),1760.0
15496,2018-03-23 19:58:02,SofiaElpidaKart,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1761.0
15494,2018-03-23 19:58:03,Rahma_TheRevert,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1762.0
15492,2018-03-23 19:58:09,atatrrol,"RT @riyasharma266: How is that possible? You can't legally own a gun in France. Oh, wait criminals don't obey the law.

#Trèbes",1763.0
15489,2018-03-23 19:58:41,RoelTijmes,"RT @Francolinie: Ies koeltoer mensuhh... doorlopen maar #Trebes

First picture of ISIS terrorist Redouane Lakdim who killed three in French…",1764.0
15488,2018-03-23 19:58:49,cougchic,RT @BBCBreaking: Armed police shoot hostage-taker after storming supermarket in southern French town of #Trèbes https://t.co/hpG6MAmZDU,1765.0
15487,2018-03-23 19:58:51,les_deplorable,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1766.0
15486,2018-03-23 19:58:54,mouton__noir,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1767.0
15485,2018-03-23 19:59:00,mandjimaru,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1768.0
15483,2018-03-23 19:59:26,labArchimedes,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1769.0
15482,2018-03-23 19:59:37,TamiAnn02,"RT @OliMauritania: ISIS terrorist shoots at hostages and French police
-France has strictest gun laws
-French citizens have no 2nd amendmen…",1770.0
15481,2018-03-23 19:59:43,RhondaScottWal2,"RT @OliMauritania: ISIS terrorist shoots at hostages and French police
-France has strictest gun laws
-French citizens have no 2nd amendmen…",1771.0
15475,2018-03-23 20:00:04,mimipompom1,RT @SamanthaBrick: This is France’s hero a police officer who voluntarily took the place of a hostage in the terrorist attack near Carcasso…,1772.0
15471,2018-03-23 20:00:33,freaky06500,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",1773.0
15470,2018-03-23 20:00:41,mattiasdahlpoli,"RT @BBCBreaking: Gunman, 26-year-old Redouane Lakdim, reported to have killed three people, is now dead - French government sources say #Tr…",1774.0
15466,2018-03-23 20:00:54,Master_Plum,"RT @Tom_Antonov: #Trèbes terror attack in southern France.
A @Gendarmerie LT Colonel swapped places with one of hostages and then placed hi…",1775.0
15464,2018-03-23 20:01:17,hitech_guru,Reports: ISIS-inspired suspect behind French hostage-taking shot dead - https://t.co/forg8Ijlmi #BREAKING #Trèbes… https://t.co/AMjaD3uYIn,1776.0
15463,2018-03-23 20:01:19,NikkiAaronRT,"RT @RT_com: Gunman storms supermarket in commune of #Trebes, France - LATEST DETAILS https://t.co/XehwjopGIb https://t.co/qfBKayl9ck",1777.0
15462,2018-03-23 20:01:19,BarryWalpole,"RT @riyasharma266: Dear France people, When you voted for a president who openly declares during his campaign that “we have to get used to…",1778.0
15461,2018-03-23 20:01:23,KnopferC,RT @imamette: #Trèbes #Islam-isme #Blasphème #LibertéDeConscience #Maroc #MarocaineDeSouche #Terrorisme #Obscurantisme #EnMarcheArrière htt…,1779.0
15459,2018-03-23 20:01:25,soarski,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exch… https://t.co/ctxC8FO95h",1780.0
15458,2018-03-23 20:01:28,SilverStorm63,"RT @ONC3X: @LaTourEiffel Wait for more, Turkey might give them Turkish citizenship and they will be able to travel Visa-free to he EU.😒
#Af…",1781.0
34415,2018-03-23 20:02:08,PhilipIngMBE,"RT @global_awar: #Isis #terrorism #Trèbes The decrease of social media, #DeepWeb #DarkWeb forums by Pro #ISIS sympathisers doesn't mean at…",1782.0
15456,2018-03-23 20:02:25,roysellars,"RT @soarski: RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a h…",1783.0
15454,2018-03-23 20:02:55,Alaskan3401,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",1784.0
15453,2018-03-23 20:03:01,Laurenz_1997,"#Amaq: #ISIS claims that a ""soldier of the Islamic State"" carried out the attack in #Trebes in the south of #France… https://t.co/fuLzbbuaeU",1785.0
15452,2018-03-23 20:03:01,JamesEdmondJr3,"RT @OliMauritania: ISIS terrorist shoots at hostages and French police
-France has strictest gun laws
-French citizens have no 2nd amendmen…",1786.0
15451,2018-03-23 20:03:02,KurdCiwan,"RT @ONC3X: @LaTourEiffel Wait for more, Turkey might give them Turkish citizenship and they will be able to travel Visa-free to he EU.😒
#Af…",1787.0
15450,2018-03-23 20:03:06,karlankeborg,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",1788.0
15449,2018-03-23 20:03:19,surlefildelactu,"RT @MAD_Matilda: People died in violence today, please wait until the bodies are cold before you use this tragedy to further your political…",1789.0
15448,2018-03-23 20:03:23,_meridianfire_,RT @ks_mikey: What hero that gendarme is @Gendarmerie - deserves a medal #Trèbes https://t.co/9mjO5dk9FJ,1790.0
15447,2018-03-23 20:03:43,YorkshireGal23,"RT @BBCBreaking: Gunman, 26-year-old Redouane Lakdim, reported to have killed three people, is now dead - French government sources say #Tr…",1791.0
15446,2018-03-23 20:03:47,DavidBr59545413,"RT @BBCWorld: French media say the man had earlier fired shots at some policemen who were jogging, wounding one of them, but not critically…",1792.0
15445,2018-03-23 20:03:53,momofmonday,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1793.0
15444,2018-03-23 20:04:11,Disugeorge,"RT @AJCGlobal: Our hearts go out to the people of #Trèbes, #France as another terror attack unfolds at the hands of an ISIS supporter. All…",1794.0
15443,2018-03-23 20:04:20,AneiDoru,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,1795.0
15442,2018-03-23 20:04:26,jimstamant,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,1796.0
15441,2018-03-23 20:04:28,airdisa,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,1797.0
15440,2018-03-23 20:04:30,barkaje,RT @sebastiankurz: I condemn in the strongest terms the terrorist attack in #Trèbes. My thoughts are with the families and friends of the v…,1798.0
15437,2018-03-23 20:04:50,Red_Baron63,"RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame, 45. He walked into the supermarket in exchange of a hostage. He is…",1799.0
